,Battery_measurement_time,Battery name,Cycle,Charge_time_measured,Charge_min_Voltage,Charge_max_Voltage,Charge_min_Current_measured,Charge_max_Current_measured,Charge_Temp_measured,Discharge_time_measured,Discharge_min_Voltage_measured,Discharge_max_Voltage_measured,Discharge_min_Current_measured,Discharge_max_Current_measured,Discharge_Temp_measured,Capacity,SOH
10,2008-04-04 06:58:00,B0005,10,10119.375,3.06985284508505,4.2132271723869295,-3.4217714333372964,1.5160463401115014,26.608132946993933,3530.25,2.4724483018527317,4.188916055911241,-2.0160713863396573,0.002626400189938571,32.15709350345252,1.8246195526864504,98.28343204622077
12,2008-04-04 15:05:59,B0005,12,9586.875,3.34157125606709,4.212863906558764,-3.78388997609184,1.517755800661927,27.033644494333256,3491.016,2.64956413267546,4.189876247266316,-2.016851865845563,0.00236452370176732,32.36407129853099,1.8142019357673917,97.72228539894279
13,2008-04-04 19:05:19,B0005,13,9952.359,3.092615790717664,4.212724851227894,-3.4380894291317374,1.5187305848630464,26.870618187745674,3470.281,2.5724981777366227,4.189286794768804,-2.016393908986775,0.0018583785527610795,32.3181954403762,1.8137521577549054,97.69805803238793
14,2008-04-04 23:10:25,B0005,14,10758.031000000003,3.082964486167869,4.213057848582499,-3.4334448239833244,1.516640506364978,26.738987031481408,3470.0,2.5249886697730286,4.188837765892728,-2.0158117255163046,0.0022664654273509715,32.15709029211502,1.8134404914735822,97.68127007692816
15,2008-04-05 03:28:57,B0005,15,9921.75,3.0770823404741723,4.213191057068328,-3.432001975216655,1.5169693958592914,26.692190227813647,3450.297,2.694621861688723,4.189110301768517,-2.0193509920362724,0.001319946437255823,32.04407000314609,1.8025980036306504,97.09723768751647
16,2008-04-05 07:33:12,B0005,16,10000.25,3.1099815648289453,4.212768567166564,-3.482051074636857,1.5155189973310466,26.563313470921162,3429.407,2.64010141737067,4.18921207304098,-2.0164420273602586,0.0030782527761262007,31.931593674911532,1.80210690024615,97.07078432300706
17,2008-04-05 11:38:22,B0005,17,9936.031,3.1054460082871422,4.21291099996523,-3.4790104488850004,1.517095395882731,26.52595276450022,3409.484,2.5739035098380962,4.188899969428112,-2.016465255161054,0.0009018486465400538,31.941655359029298,1.802579500826209,97.09624103091467
18,2008-04-05 15:42:11,B0005,18,9989.532,3.098521142673477,4.213175415157681,-3.461446831236046,1.5164629383150432,26.591676949772925,3390.422,2.4942396831720126,4.188779799856791,-2.0181069603406625,-0.00044812397487015555,31.965008645476725,1.8030683142834096,97.12257104811376
19,2008-04-05 19:46:36,B0005,19,10158.782,3.089171188226161,4.212972694840331,-3.450379445041623,1.5161161861598926,26.645032205307864,3390.281,2.4556793246645583,4.189272591516219,-2.0170254305215485,0.002337558709004184,31.966241678512723,1.8027776247196041,97.1069130069902
20,2008-04-18 17:34:22,B0005,20,10289.312,3.235784344365443,4.212806303346363,-3.646980102654795,1.5167316228940972,25.663244609650953,3591.734,2.632142800798914,4.187614060563439,-2.01684718332263,0.005955165804640151,32.37143341978575,1.8470259949329193,99.49035873989017
21,2008-04-18 22:53:58,B0005,21,10283.077999999994,3.0683685778510936,4.213442172806784,-3.398836643486512,1.5153264287158423,26.015018000119397,3552.297,2.5027764692056795,4.1876287811083985,-2.016190951623346,0.0016182635202416972,32.70024990461686,1.847417311283644,99.5114370594272
22,2008-04-19 04:12:06,B0005,22,10281.39,3.062344528295997,4.212832102518414,-3.4078891045691866,1.516710708987509,26.09181445728815,3531.578,2.617507742871704,4.187447226312926,-2.016760348146938,0.002519215784369448,32.32266411829938,1.8361774213478947,98.90599854098058
23,2008-04-19 09:29:52,B0005,23,10081.797,3.0904138909445984,4.212770290752828,-3.464130250924988,1.5163150263089855,25.709030057450274,3492.907,2.694074478000972,4.187344026387161,-2.0160230713598764,0.0037933120349866447,31.98795810666763,1.8257807475776242,98.34597999985365
24,2008-04-19 14:43:41,B0005,24,10797.328,3.1140130371184864,4.213276766831537,-3.4935571241981895,1.5169994248587462,25.473631563964574,3511.594,2.6237674644021887,4.187438187636325,-2.01719076462715,0.00343888873867598,31.894456524691385,1.8251136435078368,98.31004632950896
25,2008-04-19 20:09:47,B0005,25,10099.218,3.108464373403045,4.212690151499114,-3.4951011322233136,1.5184741108182815,25.427401199812184,3431.9370000000054,2.5010798299873738,4.18774138117799,-2.0161148625656655,0.0012614422239159216,31.78039681801023,1.8255815042203762,98.33524772367372
26,2008-04-20 01:22:53,B0005,26,10078.719,3.099532736693632,4.212873191810286,-3.4904911773797043,1.516919363258194,25.37095530984966,3431.125,2.6849988185249796,4.188261122540052,-2.0168636304742815,0.0031353992245556606,31.688747146342205,1.8140311275083907,97.71308478400267
27,2008-04-20 06:35:39,B0005,27,10617.375,3.133150786659082,4.213238259402031,-3.5331810156551415,1.5161717111709385,25.273682170348483,3412.406,2.547109116468133,4.187338767288234,-2.024643671910137,0.0011043615738374486,31.596747992569153,1.8147691941158939,97.75284086310275
28,2008-04-20 11:57:08,B0005,28,10564.157,3.119641559381448,4.213312787594857,-3.513207367229806,1.5177899917802138,25.188122631656277,3410.688,2.471314764334132,4.187560306288175,-2.017291134571006,-3.060676830687782e-05,31.565586498787077,1.813969388710352,97.70975921350076
29,2008-04-20 17:17:44,B0005,29,10143.984,3.117821882492223,4.212902355486726,-3.5054603250839507,1.5178105214785498,25.208644345593083,3410.718,2.6613903306108773,4.18805176248713,-2.01713712589233,0.0037901043107805275,31.59124667045208,1.802765665167823,97.10626880376819
30,2008-04-20 22:31:18,B0005,30,10790.452999999994,3.148580175410883,4.212958241599311,-3.5490719760595026,1.5192411400177066,25.22309620072603,3392.719,2.541762355407921,4.187667484260542,-2.0159460285100574,0.0006901740069088986,31.603485399391182,1.804077040117352,97.17690623092355
32,2008-04-22 14:15:41,B0005,32,1674.484,3.819395599301223,8.393141180564633,-4.4796596195981975,1.4228266793053173,23.904181418379917,3470.672,2.628919415830567,4.2010701773378685,-2.0167372379007014,0.0008475435827522827,31.91556385491565,1.8518025516704486,99.74764875349146
33,2008-04-22 17:04:53,B0005,33,10113.656,3.0915429116168727,4.209223108011576,-3.44733089940877,1.5196672384784107,25.487835720020833,3414.109,2.6312552691827045,4.1996223345495824,-2.0183057226929555,0.0011650883880798665,32.081128118597164,1.8307038456739428,98.61116348782737
34,2008-04-22 21:56:21,B0005,34,10137.89,3.1353563535730373,4.2088651384450735,-3.4987231998771415,1.5173130409965125,25.536147530542536,3395.219,2.654880745360911,4.199853323702163,-2.016579511976592,0.0019472390588109682,31.849792632896243,1.8199041089501267,98.02943389447215
35,2008-04-23 02:47:55,B0005,35,10651.657,3.1610721465158074,4.208915856299548,-3.536407100583495,1.523723794437228,25.116393283510156,3386.0,2.6749688422803803,4.199103467081427,-2.0193879194408373,0.0018372947715281892,31.465690433362017,1.8093079637028517,97.45867078945713
36,2008-04-23 07:47:54,B0005,36,10032.485,3.1817353485221376,4.209312403034285,-3.554660481050277,1.5168222482277545,24.93654575305907,3368.187,2.6159705726789904,4.199998536865001,-2.015814483813837,0.0074961910680886356,31.40934895665031,1.80460990458052,97.20560906279802
37,2008-04-23 12:37:17,B0005,37,10574.297,3.188736239230124,4.209847565954341,-3.559444964364823,1.518117505061806,25.09997200587896,3368.266,2.658447162110498,4.19967522099872,-2.019901495893039,0.001392374886299951,31.902247475518077,1.7993770651972192,96.92374130950105
38,2008-04-23 17:35:42,B0005,38,10461.735,3.1995494512602285,4.208965362941993,-3.5612026877917553,1.5176979011522238,25.238210571113736,3358.719,2.6979426084271156,4.1991847248803165,-2.016522387288751,0.0025753372180031702,31.649024294808623,1.7884432335370462,96.33478867036308
39,2008-04-23 22:32:06,B0005,39,9993.062000000005,3.2162013536262384,4.209292498751627,-3.5948737369966377,1.5179414843613923,25.076721129383717,3339.5,2.6617272246516333,4.200012480335,-2.017112121704317,0.0011747056452339859,31.48874626238971,1.7829230484252723,96.03744299218224
40,2008-04-24 03:20:23,B0005,40,10602.281,3.223928529991111,4.209583847791707,-3.6018235936716247,1.5176043900064717,24.785407292651822,3331.265,2.699288287625812,4.1992373656547874,-2.018009988339822,0.0023816748049826563,31.329995610092634,1.7730337158018288,95.50475246530081
41,2008-04-24 08:18:41,B0005,41,10667.969,3.239300973000498,4.209668023401793,-3.629064335057617,1.517170258313206,24.684734315899224,3321.188,2.6127932408838532,4.1993957811187075,-2.017724236336294,0.0021374370347549054,31.569551201845574,1.773037755078937,95.50497004162602
42,2008-04-24 13:17:56,B0005,42,10504.781,3.2364581942530544,4.209651256417474,-3.6131518500912776,1.5211473138342544,25.22288378016189,3321.844,2.6637064901468075,4.1995786980260705,-2.016792488625222,0.00151986195803867,32.111426258867944,1.7678721106662054,95.22672175646096
43,2008-04-24 18:14:28,B0005,43,10246.781,3.24280663963839,4.208972610120855,-3.6294504437547443,1.5195838519202762,25.651300573733486,3311.828,2.6668454289754746,4.199546957512695,-2.0172551326315866,0.0018244735178706453,32.271676011112376,1.7623150704093087,94.92739086983165
44,2008-04-24 23:06:34,B0005,44,10166.218999999997,3.247480792255816,4.208924563756907,-3.6549536807328544,1.5176959368230498,25.56869332326285,3327.391,2.684431051981017,4.194091469340824,-2.0159457514475405,0.0005228307091433465,31.842291659678658,1.7676172924938447,95.21299593373234
45,2008-04-25 17:02:35,B0005,45,10804.922,3.2325525653503906,4.209761448406007,-3.6698120760048636,1.51917586801601,25.077792180591818,3312.078,2.645224362345869,4.200715235801255,-2.021877555086194,0.002427106886628309,31.759815453754253,1.762668359743147,94.94642085785509
46,2008-04-25 21:32:20,B0005,46,10758.985,3.2460008786636303,4.2099926286120235,-3.663267101527155,1.5179081116326563,24.88199584693937,3293.172,2.6603527244917,4.1990980807180325,-2.0169903181968984,0.0006158711833322257,31.41911167391793,1.7517304870664143,94.35725054869607
47,2008-04-26 02:32:41,B0005,47,10317.515,3.258925472084767,4.20985882694637,-3.6630644097478386,1.517811940099476,24.755786611089874,3275.328,2.6926849789916263,4.199398534411534,-2.016185456554963,0.0008035192993614022,31.331626572312267,1.7418496047960008,93.82501520146927
48,2008-04-26 07:25:23,B0005,48,10805.734,3.2692690512059093,4.209887230778187,-3.6848694124104724,1.517838583010628,24.655846530387144,3265.016,2.670544734728978,4.199122915612965,-2.0170647431651068,0.0014889451776809062,31.35934131425137,1.7360913511847138,93.51484592444021
49,2008-04-28 17:20:47,B0005,49,9946.391,3.3033140359155366,4.208756826791167,-3.750655264382395,1.5189958805966282,25.34567237446073,3328.937,2.605158060541757,4.190409478081396,-2.0168134548386294,0.002493114712392233,34.31088483888259,1.7936240148573608,96.61385230754256
50,2008-04-29 13:44:46,B0005,50,10063.547,3.1336137688971912,4.209078075122493,-3.4572307856174196,1.5168233863953686,27.394756753879477,3329.266,2.672012007453096,4.199933846791869,-2.0165540953857675,0.002858970104521588,33.43585640373788,1.7831890223273275,96.05176972012408
51,2008-04-29 18:34:10,B0005,51,10376.172,3.194525311567972,4.208951335685938,-3.5412440147431115,1.526713269764804,26.62662742896046,3301.579,2.674271233724938,4.199365021329158,-2.022483480851903,0.0012369720338688353,32.66698125020078,1.7673642076278957,95.19936347583841
52,2008-04-29 23:28:20,B0005,52,9756.858999999997,3.222452894613076,4.208915493791651,-3.5744732232808083,1.5177850169451024,26.046549681443857,3283.563,2.6309416727017187,4.19902365945384,-2.0168041459037114,0.0027115029184951785,32.28423408691397,1.7570177850353066,94.64205172265511
53,2008-04-30 04:11:53,B0005,53,10610.906,3.235623629031344,4.209049100025683,-3.61089870293044,1.517580419178102,25.581948046823246,3275.125,2.6629725743154204,4.199432142144215,-2.0172800396238526,0.003127245831423531,32.00739178780946,1.7468706179837907,94.09547290193551
54,2008-04-30 09:09:32,B0005,54,9978.078,3.253161660922962,4.209569401740179,-3.639611422840837,1.5186864794207853,25.49138644694599,3265.656,2.612942119873717,4.199640922827531,-2.0159193745006387,0.0012894534058489268,32.06387071886056,1.7417172507457144,93.81788592880078
55,2008-04-30 13:56:29,B0005,55,10246.984,3.2592554494686565,4.209622938017622,-3.631031388483906,1.516864718731142,25.701157771778043,3266.093,2.6157198442661476,4.199305653118061,-2.0206059195730015,0.0010352326876111328,32.43754560319043,1.7364225056478186,93.53268361401415
56,2008-04-30 18:47:57,B0005,56,10437.047,3.2649322937796708,4.209081297803344,-3.652558047852112,1.5169075519536304,25.613934369346374,3257.594,2.6287695472774453,4.198949734540481,-2.017554048083073,0.002141440621650397,32.16809876635083,1.7263217239235826,92.988603346571
57,2008-04-30 23:42:27,B0005,57,10805.827999999994,3.279483281471355,4.208974409503451,-3.6543670254141096,1.5184780957612627,25.46355915016756,3248.593,2.6655106679421823,4.19834220599025,-2.016416703030436,0.0017702200905978112,32.05752645824972,1.7158065389330133,92.42220117908766
58,2008-05-01 04:42:57,B0005,58,10805.375,3.291206125801604,4.209555035163918,-3.671875049505212,1.5156642683871617,25.33969655722996,3238.766,2.650495153350403,4.198995776266302,-2.0170229987437884,0.0014307662327893813,31.975920928072714,1.710533351135192,92.13816005181208
59,2008-05-01 09:43:18,B0005,59,10685.968,3.2971153140129523,4.209137758018692,-3.672509218918276,1.5160037580001224,25.31525129117544,3240.14,2.643236235233877,4.19916986492694,-2.016783933430818,0.00490119980676573,32.21689335291319,1.706014499648521,91.89475137389712
60,2008-05-01 14:41:41,B0005,60,10588.64,3.300542688148963,4.209099895596076,-3.6974959048887244,1.5173442325188395,25.828563716440225,3230.109,2.656450207001938,4.199246833083063,-2.0199829306240713,0.001796424269077256,32.55632993697177,1.7003110272642588,91.58753289666399
61,2008-05-01 19:38:17,B0005,61,10736.094,3.3051034396902876,4.209853267385404,-3.6992236317763525,1.516620367139724,25.734607118644377,3229.7810000000027,2.626177688152069,4.1992551886401595,-2.016448312230377,0.004899013626111221,32.40048085325998,1.6945798601797895,91.27882263985312
62,2008-05-02 00:37:22,B0005,62,9790.859,3.3082686726641857,4.2096673235964825,-3.7091773352591484,1.5167330787937718,25.76108296721704,3212.469,2.6582230344240045,4.199610827671791,-2.0264654916334726,0.002434406743192847,32.29371860868794,1.6849029086609286,90.75757205607074
63,2008-05-02 05:20:24,B0005,63,10274.359,3.3175201646841104,4.209786575419923,-3.7157585852195676,1.5215190253817978,25.571090931927195,3213.219,2.695100237338448,4.1994453812630566,-2.017330650607364,0.0014513205321675263,32.136071448067796,1.6744741591159717,90.19582574806932
64,2008-05-02 10:11:31,B0005,64,10711.063,3.325912676457561,4.209876728572126,-3.740291077407621,1.5222178795747785,25.430453941726714,3203.578,2.639091813583503,4.198991968341307,-2.0225787607034706,0.005933998461667336,32.38268549723498,1.6745692479879102,90.2009477257823
65,2008-05-02 15:09:46,B0005,65,10806.015,3.3224316122949804,4.209530517872284,-3.7401919874760297,1.5163911369032863,25.88337057270213,3195.125,2.6857210282450983,4.197785116892181,-2.0158674131052456,0.0034449440902895195,32.30899951427637,1.663716375981405,89.6163559916933
66,2008-05-02 20:28:25,B0005,66,10481.047,3.323183986237931,4.208914229782625,-3.7337806887974363,1.5191168227671865,25.87474661521862,3195.3129999999946,2.69017866510873,4.201331130571617,-2.016878594815316,0.0012286208011475699,32.56636929496716,1.659013868748246,89.3630546668135
67,2008-05-03 00:50:52,B0005,67,10153.36,3.334317071119612,4.20945720713541,-3.741021320410516,1.519260892518663,25.80758127668049,3186.297,2.639895313359579,4.199339974904826,-2.0190191551299326,0.0006759557151863035,32.46542951751835,1.6538540573335014,89.08512057704355
68,2008-05-03 05:39:33,B0005,68,10662.468,3.334898622378469,4.2089346821451405,-3.7399805018111114,1.515339116708931,25.5954074570814,3176.438,2.68991452927918,4.198916244859707,-2.0179820220655023,0.0017286665299136564,32.347056454418095,1.642653782130131,88.48181591266643
69,2008-05-03 10:36:35,B0005,69,10494.625,3.3402795328318953,4.209707468094477,-3.754749438788794,1.5163991053235688,25.55053773186138,3167.593,2.65935818848874,4.198537488587242,-2.0158401305926343,0.0008822013179447034,32.371538940646154,1.6378578430223698,88.22348186450748
70,2008-05-03 15:30:41,B0005,70,10467.75,3.3409888939684156,4.209731200087021,-3.752539379854498,1.519396061401668,25.612623072192534,3167.719,2.6657030585650423,4.198943932259475,-2.0192083553177325,0.0032196054196979183,32.45549347979197,1.6327350407099108,87.94754127611387
71,2008-05-03 20:24:21,B0005,71,9904.406,3.3428891919042925,4.209073152424942,-3.756495517193588,1.5190833652609255,25.748665763785176,3159.077999999994,2.642986759012803,4.199579806494986,-2.017754065523427,0.002329222708757339,32.50017194695606,1.6277528915533617,87.67917699307695
72,2008-05-04 01:08:29,B0005,72,10805.656,3.3438818828882586,4.209596233803924,-3.744765382806153,1.5162463927934793,25.6042633567313,3148.829,2.6311169118893036,4.198782234828033,-2.016206764491147,0.0036382151418645234,32.50100298369444,1.622125485521159,87.37605584239753
73,2008-05-04 06:07:29,B0005,73,10777.328,3.3442903966987885,4.209613645729595,-3.7512382618887,1.5168725726720953,25.594290723516522,3149.094,2.696157404617167,4.19910517813207,-2.018425729441905,0.002409343074541808,32.4728927422438,1.6113256603765849,86.79432148624366
74,2008-05-04 11:06:02,B0005,74,10745.86,3.348561399462872,4.209728406741538,-3.7608845310314725,1.5197613760247257,25.571898601563962,3140.547,2.6667596238241567,4.198510853141954,-2.0200094988659028,0.0018183081167425818,32.50480154634882,1.6065631397488385,86.53778753000239
75,2008-05-04 16:03:55,B0005,75,10806.781,3.349401479431822,4.208850308126176,-3.749853410240243,1.5194095619752201,25.578913233960286,3131.625,2.6403185448373043,4.198732430468704,-2.0160906793454063,0.0023945547129780136,32.51218336210202,1.6015142233917594,86.26582682073705
76,2008-05-04 21:02:41,B0005,76,10806.593999999997,3.3484111036158017,4.209548533406234,-3.7606437069615724,1.5164193361700227,25.533341503049385,3121.907,2.69892986372897,4.198799630396931,-2.017218805788003,0.003459179478904217,32.45692821941515,1.590369231400328,85.66549999565574
77,2008-05-05 02:01:17,B0005,77,10429.547,3.3526814727062533,4.209155099660752,-3.7624796093415975,1.5188633359889865,25.528501101408498,3122.125,2.6682466504352993,4.198753541225669,-2.017576881832417,0.002911553978859486,32.447059186431154,1.5857889968242211,85.4187849075412
78,2008-05-05 06:53:38,B0005,78,10807.094,3.3525209936945446,4.208909520868368,-3.75723296715059,1.5153752896307142,25.343485567182306,3121.672,2.6479207279724903,4.200309982421394,-2.0163186530776205,0.001691287375631991,32.32889654966259,1.5849430707374117,85.37321895986369
79,2008-05-05 17:40:16,B0005,79,10719.016,3.3543970686874927,4.209146036373753,-3.7704870056407627,1.5169156949347895,25.74425872850638,3120.86,2.6741633856529066,4.201124089732316,-2.016322017667326,0.0031344620126884833,32.84488475360107,1.5955263892495937,85.94329115068511
80,2008-05-05 22:05:32,B0005,80,10806.437000000005,3.3434425218637385,4.210057230429361,-3.7920672983852324,1.5156126384626312,25.595338590346493,3103.828,2.6892528956736257,4.198150316653697,-2.0160583834613157,0.002214915830402201,32.31731555011648,1.5747301747801037,84.82309964083233
81,2008-05-06 03:03:53,B0005,81,10805.265,3.3483684039657065,4.209716534256135,-3.780997640483466,1.5185579466100025,25.09978697110705,3095.094,2.688809122993162,4.198524048997099,-2.0176016183677974,0.0026959062866318295,32.06376130177751,1.5649019950937946,84.29370312695895
82,2008-05-06 08:02:05,B0005,82,10208.062,3.350035915668947,4.209586501290089,-3.7785963302065984,1.5166826369414959,25.10980717855015,3095.781,2.6743555987897745,4.198840869468569,-2.018404141903304,0.002592567167286657,32.21997626855924,1.5597659473370362,84.01704907053151
83,2008-05-06 12:50:20,B0005,83,10807.219,3.3513347692589686,4.2090401069219165,-3.7792507114042633,1.5161828106191497,25.371319727334306,3094.328,2.6430294964336345,4.198119631667182,-2.016777852675889,0.0015197601976623138,32.7120225448885,1.5594815668184234,84.00173086716403
84,2008-05-06 17:48:34,B0005,84,10805.906,3.3506128503723054,4.209243624615146,-3.7809289932617984,1.5232019688436385,25.937420351426873,3086.531,2.6584858447131823,4.198320288264955,-2.019500858990014,0.005375811737933425,32.945022147355694,1.55468935359061,83.74359751414073
85,2008-05-06 22:46:40,B0005,85,10655.937000000005,3.350128688133216,4.209412194077453,-3.7769672465646154,1.5157894861057812,25.854633339319907,3085.625,2.629782173759164,4.1980467610750285,-2.025028692484549,0.001299695920075446,32.857549597381336,1.5488741079890418,83.43035835418966
86,2008-05-07 03:42:15,B0005,86,10117.172,3.3508280926830882,4.208856368304407,-3.7814796718164394,1.5163584367988028,25.787542115810904,3067.203,2.6622967647315545,4.199047008209673,-2.017188769565156,0.003654247255878711,32.629663328789654,1.538236598942558,82.85736718133292
87,2008-05-07 08:28:34,B0005,87,10805.86,3.3506354280123993,4.2096723781735434,-3.7861373580329056,1.5170407216106059,25.344864067680145,3058.157,2.682380966742509,4.197669918520713,-2.0203529496154493,0.0013741929346254653,32.379859014262976,1.527914258251028,82.30135260370756
88,2008-05-07 13:26:13,B0005,88,10806.328,3.350922144041792,4.209166908560572,-3.7861841057200616,1.515911970809572,25.2776605000605,3058.812,2.6401894768922713,4.197600624105256,-2.016749317444538,0.0020536118932937353,32.68215852457039,1.5285252629756445,82.33426447360578
89,2008-05-07 18:23:54,B0005,89,10744.828,3.35125780661867,4.208895457764258,-3.791529502108569,1.5162075461675972,25.790973204291312,3058.578,2.693769409137257,4.197985718630326,-2.016964364118414,0.002233821019065787,32.99387423636739,1.522647325284378,82.01764839394087
90,2008-05-07 23:20:34,B0005,90,10804.797000000006,3.3528581730372933,4.209632701272167,-3.793788356541067,1.5164047927068265,25.936121509912226,3177.219,2.6920548172137724,4.222920057935785,-2.017087516284557,0.0015450426899526494,32.856295641052824,1.605818899130659,86.49769888680268
91,2008-05-09 17:26:51,B0005,91,10802.578,3.354145458071941,4.209028477452613,-3.798804009542813,1.5163802437836211,25.891013405303514,3082.937,2.629071246219689,4.200423045909808,-2.0177115857667665,0.0029495288044011506,33.33950238056361,1.5638491446744425,84.23699116610504
92,2008-05-09 21:53:00,B0005,92,10544.452999999994,3.348015808348912,4.209763047586473,-3.7814302641150186,1.5158720115211686,26.42800153627129,3074.266,2.631343871050918,4.198372063670128,-2.0160877086861952,0.0016903309192767824,33.35156485472646,1.5480915247767786,83.38820438085877
93,2008-05-10 02:46:38,B0005,93,10701.125,3.3529759174446823,4.208874914689389,-3.7704677067191414,1.5172764677295527,26.21556986443908,3066.0,2.6983970036642315,4.198353213898968,-2.0174325692631547,0.0017335297510131795,33.147486361012966,1.5323755631868592,82.54166152720488
94,2008-05-10 07:42:46,B0005,94,10805.813,3.3552183107405935,4.209803512518001,-3.7856876338390446,1.5173184400471975,25.960695609651008,3056.437,2.6338485871981514,4.197873789078739,-2.017976023705107,0.003201402568771493,33.007275861749356,1.5269528268489705,82.24956494324317
95,2008-05-10 12:40:29,B0005,95,10693.438,3.3540567989886063,4.208872213190271,-3.7831325853036097,1.516995519615858,25.838168915840225,3048.219,2.671566207861818,4.197955644238241,-2.016684455267326,0.0012207622759792553,32.91990812745461,1.5169573017136326,81.71115433925789
96,2008-05-10 17:36:13,B0005,96,10708.406,3.3543202199580766,4.209853693640944,-3.792785768996613,1.518783977132163,25.811823765569297,3039.218,2.6540810507928123,4.197918434710392,-2.0185074328810417,0.0027177292470912523,32.99903328622305,1.5118975960142693,81.43861246029738
97,2008-05-10 22:32:02,B0005,97,10805.297000000006,3.3538194889943185,4.2088630113100365,-3.8005026292725193,1.5172268211407054,25.866599042915986,3039.047,2.656849703962618,4.197739340034368,-2.0206154364574687,0.002966026743767936,33.03772281691292,1.5065638960681105,81.1513118362076
98,2008-05-11 03:29:30,B0005,98,10363.61,3.3536880148349315,4.208838075023042,-3.7962708461734964,1.5170991688718933,25.932238529516265,3030.375,2.6363048614501152,4.19785490446139,-2.0174212119307557,0.0019690360203288167,33.07740307192613,1.5015453526671363,80.88098717121403
99,2008-05-11 08:19:27,B0005,99,10805.094,3.353396374532837,4.209529411772671,-3.7967349999162745,1.5165247361360363,25.8627841242131,3021.0,2.69951692300468,4.197306756122815,-2.0224772834102507,0.002722369357879482,33.05467981523988,1.4908444050400238,80.30457886878683
100,2008-05-11 13:16:38,B0005,100,10805.5,3.354434207234332,4.209662720393985,-3.7954231603196398,1.5168608726403794,25.876664410701412,3021.75,2.698216006032282,4.197528212001444,-2.0179249554704706,0.0006217348755526608,33.11570360624461,1.485868384561201,80.03654470798278
101,2008-05-11 18:13:51,B0005,101,10806.844,3.354272833395381,4.209010138135633,-3.790160126869453,1.519976718551429,25.90081245653995,3012.265,2.6911707598773864,4.19743662221161,-2.018486701026112,0.002574506411845257,33.12942148982364,1.480413677976106,79.74272604140161
102,2008-05-11 23:10:55,B0005,102,10367.906000000003,3.3532627894758096,4.209286321889628,-3.7995718720122174,1.5165653062177906,25.961139619102717,3002.641,2.690162319231471,4.197717228550219,-2.0172029187594718,0.002304044135428048,33.130681310493344,1.4752095869031632,79.46240682056631
